id,artist,title,medium,year
47782,"turner, joseph mallord william",[title not known],graphite on paper,1826
24175,"dance-holland, sir nathaniel",[title not known],graphite on paper,
57608,"turner, joseph mallord william",prague: the castle and cathedral from the north-east with an extensive view up the vltava; prague: the castle and cathedral with an extensive view up the vltava,graphite on paper,1835
62127,"turner, joseph mallord william",the rigi,watercolour on paper,1844
95744,"sarmento, julião",untitled (bataille),50 digital prints on paper mounted onto fibreboard panels,1976
32912,"turner, joseph mallord william",study for ‘dido and aeneas’,pen and ink on paper,1805
61060,"turner, joseph mallord william",ruined castle on rock,chalk and graphite on paper,1830
49166,"turner, joseph mallord william","view of rome: the arches of constantine and titus, the meta sudans, the temple of venus and rome, and the colosseum",graphite on paper,1828
16418,wols,[no title],etching and drypoint on paper,1937
30461,"turner, joseph mallord william","buildings, with a mountain beyond and loch to the right; killin, with ben lawers and loch tay",graphite on paper,1801
61558,"turner, joseph mallord william","town, with windmill, beside river",graphite and watercolour on paper,1830
13557,"smith, richard",folded paper clip iii,lithograph on papers and 4 metal paperclips,1975
99436,"roberts, william",study for ‘moving day’,graphite and watercolour on paper,1968
57532,"turner, joseph mallord william",four sketches of schönbühel castle and monastery plus details,graphite on paper,1833
41693,"turner, joseph mallord william",?a fountain,graphite on paper,1819
80495,"rosenquist, james",sky hole,"paper, acrylic paint, dye and lithograph on paper",1989
9125,"mclean, bruce",large warhead,screenprint on paper,1984
34392,"turner, joseph mallord william","tabley house from the moat, with the water tower; study for ‘tabley, cheshire, the seat of sir j.f. leicester, bart.: windy day’",ink on paper,1808
44997,"turner, joseph mallord william",sketches of leith harbour; edinburgh from the north-west; and a yacht of the royal squadron,graphite on paper,1822
27535,"turner, joseph mallord william","windsor castle: st george’s chapel, with the entrance to horse-shoe cloisters",graphite on paper,1792
52110,"turner, joseph mallord william","french coast, probably the estuary of the seine","chalk, gouache and watercolour on paper",1830
89530,"metzger, gustav",projects realised 1 (monument to bloody sunday),"photograph, black and white, on paper mounted onto aluminium",1972
53322,"turner, joseph mallord william",the coast of berwick-upon-tweed,graphite on paper,1831
3101,"daniell, william","mingarry castle, argyllshire",copper plate,1814
38955,"turner, joseph mallord william",levens estuary and coniston old man from the shore near conishead priory,graphite on paper,1816
38461,"turner, joseph mallord william",giggleswick,graphite on paper,1816
126367,"doig, peter",untitled,oil paint on paper,2008
100712,"nelson, mike","heroin room, (the coral reef) 2000",digital print on paper,2007
60488,"turner, joseph mallord william",buildings from river,graphite on paper,1841
53418,"turner, joseph mallord william",ashestiel from the east along the river tweed,graphite on paper,1831
54207,"turner, joseph mallord william","gylen castle, kerrera from the south-west",graphite on paper,1831
41514,"turner, joseph mallord william","the church of san giuseppe at luino, lake maggiore",graphite on paper,1819
29617,"turner, joseph mallord william",view of oxford from headington hill,graphite on paper,1799
6073,"hepworth, dame barbara",bronze form (patmos),bronze,1962
101092,"zaatari, akram","anonymous. south lebanon, 1952. hashem el madani","photograph, gelatin silver print on paper",2007
46836,"turner, joseph mallord william",view of rotterdam: the entrance to the oude haven seen towards the river,graphite on paper,1825
35488,"turner, joseph mallord william",a lake and hills: ?ullswater,watercolour on paper,1807
42992,"turner, joseph mallord william","part of a view of castel dell’ovo, naples, from the chiaia waterfront",graphite on paper,1819
37726,"turner, joseph mallord william",design for classical composition,graphite on paper,1816
46490,"turner, joseph mallord william","shipping, with distant view of aix [turner] (-la-chapelle)",graphite on paper,1825
45840,"turner, joseph mallord william",mercury and argus,graphite on paper,1810
10657,"nicholson, ben, om",untitled,etching on paper,1967
55990,"turner, joseph mallord william",sketch,graphite on paper,1834
56680,"turner, joseph mallord william",buildings on hill,graphite on paper,1835
53696,"turner, joseph mallord william",doune castle from the south-east,graphite on paper,1834
52023,"turner, joseph mallord william",st-denis,gouache and watercolour on paper,1833
42424,"turner, joseph mallord william","view of tivoli, with the rocca pia",graphite on paper,1819
36373,"turner, joseph mallord william","a speculative plan of the house and grounds at sandycombe lodge, twickenham",pen and ink on paper,1809
5345,"gilman, harold","study for ‘canal bridge, flekkefjord’",ink on paper,1913
12042,"piper, john","13. leckhampstead, berkshire: a victorian church by s.s. teulor",lithograph on paper,1964
33223,"turner, joseph mallord william",study for ‘view of richmond hill and bridge’,pen and ink on paper,1805
6195,"herring, john frederick","manuella, at richard watt’s stud farm, bishop burton, yorkshire",oil paint on canvas,1825
41373,"turner, joseph mallord william","the grand cascade, st-cloud",graphite on paper,1819
6801,"house, gordon",series 40cm a,screenprint on paper,1965
48980,"turner, joseph mallord william",orvieto [turner],graphite on paper,1828
11798,"phillips, esq tom",canto xxvi: [no title],lithograph on paper,1983
24983,"davis, john scarlett",[title not known],graphite on paper,
37281,"turner, joseph mallord william","a plan or map, perhaps of a harbour",graphite on paper,1813
46734,"turner, joseph mallord william",dover castle,graphite on paper,1825
58516,"turner, joseph mallord william",(1) venice; (2) coburg: the zeughaus from herrngasse; (3) coburg: the judengasse and judentor,graphite on paper,1840
88187,"leach, bernard",tile,reduced stoneware,1935
108750,"arnatt, keith",miss grace’s lane,"photograph, colour, on paper",1986
36925,"turner, joseph mallord william","?chulmleigh bridge over the little dart river, with st mary magdalene’s church in the distance",graphite on paper,1814
13388,"sickert, walter richard",aubrey beardsley,tempera on canvas,1894
57963,"turner, joseph mallord william","(1) nuremberg: st elizabeth, the weisserturm and st jakob from ludwigstrasse; (2) nuremberg; st lorenz from karolinenstrasse",graphite on paper,1835
11259,"paolozzi, sir eduardo",[no title],screenprint on paper,1967
4113,"epstein, sir jacob",mrs godfrey phillips,bronze,1928
12811,"rossetti, dante gabriel","how sir galahad, sir bors and sir percival were fed with the sanct grael; but sir percival’s sister died by the way",watercolour and gouache on paper,1864
36600,"turner, joseph mallord william","stoke damerel, near plymouth, beyond the mill on stonehouse lake",graphite on paper,1813
64062,"turner, joseph mallord william",[inscriptions by turner],pen and ink and graphite on paper,
62087,"turner, joseph mallord william",study,graphite on paper,1830
18961,"ruscha, edward",time is up,lithograph on paper,1989
59132,"turner, joseph mallord william",buildings from canal,graphite on paper,1840
20968,"zoffany, johan",colonel mordaunt’s cock match,oil paint on canvas,1784
79942,"bjørlo, per inge",mind,linocut on paper,1999
2031,"caulfield, patrick",weekend cabin,screenprint on paper,1967
19230,"hamilton finlay, ian",laconic,screenprint on paper,1987
37805,"turner, joseph mallord william",sheep washing; and windsor castle from the north-west,graphite on paper,1816
44481,"turner, joseph mallord william",architectural drawing,chalk on paper,1810
33294,"turner, joseph mallord william",cattle in the river,pen and ink on paper,1805
10003,"moore, henry, om, ch",reclining figure 5,etching on paper,1978
22200,"naylor, martin",study for ‘discarded sweater’,"graphite, ink and acrylic on paper mounted onto board",1973
34134,"turner, joseph mallord william",verses (inscription by turner),ink on paper,1808
54651,"turner, joseph mallord william",the cliffs,graphite on paper,1832
13614,"smith, richard",triangular,acrylic paint on canvas,1970
28646,"turner, joseph mallord william",trees seen against a sunset sky,"gouache, graphite and watercolour on paper",1796
19469,"le brun, christopher, pra",[no title],etching on paper,1990
107487,"riddy, john",chandigarh (capitol complex 1) 2006,photograph on paper,2009
8005,"kitaj, r.b.",on the safeguarding of life in theatres (epilogue),screenprint on paper,1969
22149,"winters, terry",field note (18),etching on paper,1992
55688,"turner, joseph mallord william","mesenich, looking downstream; briedern, looking downstream; beilstein, looking downstream from near briedern",graphite on paper,1839
6884,"houthuesen, albert",sun over lake,lithograph on paper,1975
30004,"turner, joseph mallord william","studies of a man wearing a kilt, a horse and cart, and a woman carrying a basket on her back",graphite on paper,1801
10139,"moore, henry, om, ch",reclining figure: bone,lithograph on paper,1982
57943,"turner, joseph mallord william",frankfurt: the fahrtor,graphite on paper,1835
62079,"turner, joseph mallord william",study for one of the bible illustrations,graphite on paper,1830
52200,"turner, joseph mallord william",sunset with the towers of east cowes castle,"chalk, pen and ink and graphite on paper",1827
11734,"phillips, esq tom",canto i: [no title],lithograph on paper,1981
26082,"mckeever, ian",print g - version iv,woodcut on paper,1997
56617,"turner, joseph mallord william","the castle of st pierre, val d’aosta, looking to mont emilius and aymavilles castle",graphite on paper,1836
9913,"moore, henry, om, ch",seated figure back,lithograph on paper,1974
54586,"turner, joseph mallord william","river banks. whitstable [turner], etc.",graphite on paper,1832
42343,"turner, joseph mallord william","sketches of the villa adriana, tivoli: the serapeum, the praetorium and the large baths",graphite on paper,1819
105710,"beuys, joseph","künstakademie, freitag, 5. ii. 1971",print on paper,1971
43715,"turner, joseph mallord william","torre san giovanni and st peter’s, rome",graphite on paper,1819
96932,"posenenske, charlotte",sprayed picture,gouache on paper,1964
29565,"turner, joseph mallord william",composition study for a view of fonthill from the north east,graphite on paper,1799
6276,"highmore, joseph","portrait of a young man, possibly the artist’s son",graphite on paper,
49593,"turner, joseph mallord william","hills and buildings, possibly in the peak district",graphite on paper,1831
55684,"turner, joseph mallord william","four views at beilstein and burg metternich, from the moselle",graphite on paper,1839
15693,"jones, william",phillida rejecting mopsus and cimon: a scene from colley cibber’s ‘damon and phillida’,oil paint on canvas,1740
50173,"turner, joseph mallord william",distant view at brighton [turner],graphite on paper,1830
66591,"collins, cecil",head,lithograph on paper,1963
14413,"townroe, reuben",[title not known],watercolour on paper,1858
65132,"turner, joseph mallord william",[inscriptions by turner and others],graphite on paper,1798
13779,"steer, philip wilson",a procession of yachts,oil paint on canvas,1892
25670,british (?) school,william shenstone esqr.,etching on paper,1780
30332,"turner, joseph mallord william",north queensferry from the firth of forth,graphite on paper,1801
24244,"dance-holland, sir nathaniel",[title not known],graphite on paper,
47046,"turner, joseph mallord william",fortifications,graphite on paper,1824
108864,"arnatt, keith",a.o.n.b. (area of outstanding natural beauty),"photograph, gelatin silver print on paper",1982
85249,"tillmans, wolfgang",industrial landscape,"photograph, colour, chromogenic print, on paper",1997
55631,"turner, joseph mallord william","(1) bernkastel and the landshut, looking downstream; (2) (3) bernkastel and the landshut, with kues opposite, looking upstream; (4) river and village",graphite on paper,1839
80482,"newman, john",upward turn (study),lithograph on paper,1995
2036,"caulfield, patrick",loudspeaker,screenprint on paper,1968
63677,"girtin, thomas","horton church, northumberland",graphite on paper,1800
42552,"turner, joseph mallord william","the staircase by the sala a croce greca, in the museo pio-clementino, the vatican",graphite on paper,1819
62911,"turner, joseph mallord william","landscape, with church, etc.",graphite on paper,1845
35137,"turner, joseph mallord william",costings for the ‘liber studiorum’ (inscriptions by turner),graphite on paper,1809
19690,"turner, joseph mallord william","gledhow, engraved by g. cooke",engraving on paper,1816
31417,"turner, joseph mallord william",a supine nude woman with left arm extended,ink and graphite on paper,1799
52306,"turner, joseph mallord william",calais: street scene,"gouache, pen and ink and graphite on paper",1827
30143,"turner, joseph mallord william",the ruins of ?fast castle on a cliff above the sea,graphite on paper,1801
46165,"turner, joseph mallord william",sketches,watercolour on paper,1825
60485,"turner, joseph mallord william",[title not known],graphite on paper,1841
42907,"turner, joseph mallord william","view of the valley of the river aniene, tivoli",graphite on paper,1819
51740,"turner, joseph mallord william","an archway, with bridge beyond on right",graphite on paper,1832
22463,"cotman, john sell",cattle at a stream under trees,graphite on paper,1829
45020,"turner, joseph mallord william",three sketches of shipping at sea; mulgrave; scarborough castle and robin hood’s bay,graphite on paper,1822
25392,"cotman, john sell","tan-y-bwlch, merionethshire, north wales",etching on paper,
58443,"turner, joseph mallord william",mountains,graphite on paper,1837
55283,"turner, joseph mallord william",?at sea,graphite on paper,1834
3230,"daniell, william","mistley near harwich, essex",copper plate,1814
18947,"marden, brice",[no title],intaglio print on paper,1977
59650,"turner, joseph mallord william",the molo,graphite on paper,1840
4902,"gainsborough, thomas",landscape with a peasant on a path,oil paint on canvas,1746
60387,"turner, joseph mallord william",mountains. ?oscuro [turner] falls of reichenbach,graphite on paper,1841
593,"arp, jean",winged being,plaster,1961
41312,"turner, joseph mallord william",notes by turner from eustace’s ‘a classical tour through italy’,graphite on paper,1819
40463,"turner, joseph mallord william",vessels on river,graphite on paper,1817
15218,"turner, joseph mallord william","stone henge, wiltshire, engraved by robert wallis",engraving on paper,1829
44836,"turner, joseph mallord william","vessels, etc.",graphite on paper,1820
3898,"dine, jim",[no title],lithograph on paper,1973
25377,"gainsborough, thomas",[title not known],etching and watercolour on paper,1819
50624,"turner, joseph mallord william",blois: outline of the gaston d’orléans wing of the château,graphite on paper,1826
31967,"turner, joseph mallord william",the castle of chillon from the shore of lake geneva,graphite on paper,1802
63347,"turner, joseph mallord william",sea piece,gouache and watercolour on paper,1830
64485,"turner, joseph mallord william",colour trials,watercolour on paper,1789
8591,"lely, sir peter",two ladies of the lake family,oil paint on canvas,1660
38623,"turner, joseph mallord william",bolton castle from the south,graphite on paper,1816
46562,"turner, joseph mallord william",bridge,graphite on paper,1825
27166,"parker, cornelia","from ‘venetian scene’ circa 1840-5, jmw turner, n05482, tate collection",canvas lining with ingrained dust and ink,1998
11647,"phillips, esq tom",linoleum,screenprint on paper,1976
62278,"turner, joseph mallord william",baden,graphite and watercolour on paper,1844
91984,"barriball, anna",untitled (iii),"slide, 35 mm, projection, colour",2006
59842,"turner, joseph mallord william","bridge, with buildings on high banks. (?ehrenbreitstein)",graphite on paper,1833
23287,"mulready, william",measuring heights,ink on paper,
54862,"turner, joseph mallord william","study for ‘columbus setting sail’, for rogers’s ‘poems’",graphite and watercolour on paper,1830
48948,"turner, joseph mallord william","town on hill, and other views",graphite on paper,1828
23963,"walker, anthony",design for a frontispiece,ink and watercolour on paper,
121301,"schulz-dornburg, ursula",erevan-yervandashat,"photograph, gelatin silver print on paper",2004
121303,"schulz-dornburg, ursula",erevan-sevan,"photograph, gelatin silver print on paper",2002
837,"beckmann, max",prunier,oil paint on canvas,1944
42563,"turner, joseph mallord william","studies of sculptural fragments from the galleria of the palazzo nuovo in the capitoline museums, rome",graphite on paper,1819
23883,"underwood, thomas richard",carnarvon castle and estuary,graphite and watercolour on paper,
42920,"turner, joseph mallord william",trees above lake nemi,graphite on paper,1819
64489,"turner, joseph mallord william",?a moulding,graphite on paper,1789
28669,"turner, joseph mallord william","view of chepstow, looking north",graphite on paper,1798
53266,"turner, joseph mallord william",the river tweed,graphite on paper,1831
20688,"hockney, david",an image of celia,lithograph on paper,1984
51216,"turner, joseph mallord william",poissy: the collegiate church of notre-dame,graphite on paper,1829
47946,"turner, joseph mallord william",views of a house; ?st anne’s hill,graphite on paper,1827
22585,"cozens, alexander",a wooded headland with castle,graphite and watercolour on paper,
13724,"spencer, sir stanley",self-portrait,oil paint on canvas,1959
12967,"rothko, mark",black on maroon,"oil paint, acrylic paint and glue tempera on canvas",1959
57222,"turner, joseph mallord william","sketches of the bavarian alps, one with munich in the foreground",graphite on paper,1833
64958,"turner, joseph mallord william",map of ?an itinerary; perpendicular tracery,graphite on paper,1798
2348,"cohen, bernard",no. 1,lithograph on paper,1971
64197,"turner, joseph mallord william",[title not known],graphite on paper,
120375,"baltz, lewis","houston a, houston b","2 photographs, gelatin silver print on paper",1972
56585,"turner, joseph mallord william","the château of aymavilles from near sarre, val d’aosta",graphite on paper,1836
12910,"rothenstein, michael",rip - ii,"linocut, woodcut, halftone block and line block on paper",1968
2092,"celice, pierre",les savis de l’atelier,lithograph on paper,1968
109634,"caulfield, patrick",braque curtain,acrylic paint on canvas,2005
36075,"turner, joseph mallord william",printed page of coltman’s ‘british itinerary’,engraving on paper,1811
64789,"turner, joseph mallord william",sketches at nice [turner],graphite on paper,1828
13588,"smith, richard",d. beige,screenprint on plastic,1971
60699,"turner, joseph mallord william","lausanne and lake geneva, from the west","graphite, watercolour and pen on paper",1841
47854,"turner, joseph mallord william",[title not known],gouache and graphite on paper,1826
36985,"turner, joseph mallord william","?weir head, gunnislake",graphite on paper,1814
12654,"roberts, william",the char,oil paint on canvas,1924
36883,"turner, joseph mallord william","hills, probably on dartmoor",graphite on paper,1814
41164,"turner, joseph mallord william",inscription by turner: a note on sussex subjects in progress,graphite on paper,1819
32491,"turner, joseph mallord william",view of carlisle from the north with a bridge over the river eden in the foreground,graphite on paper,1801
7314,"jones, george",[title not known],ink on paper,
105968,"beuys, joseph",joseph beuys: the revolution is us. tate gallery liverpool,print on paper,1994
104928,"sander, august",august sander,"photograph, gelatin silver print on paper",1906
52577,"turner, joseph mallord william","?harlech castle, north wales",chalk and watercolour on paper,1834
3226,"daniell, william","lowestoft, suffolk",copper plate,1814
62022,"turner, joseph mallord william",village among mountains,graphite on paper,1830
12049,"piper, john","20. st anne’s, limehouse, london: by nicholas hawksmoor",lithograph on paper,1964
2746,"constable, john",a heath,mezzotint on paper,1855
43850,"turner, joseph mallord william","view from santa maria del priorato on the aventine hill, with the river tiber and monte testaccio",graphite on paper,1819
64746,"turner, joseph mallord william",numerous sketches,graphite on paper,1828
43942,"turner, joseph mallord william","florence from the east, with the ponte alle grazie",graphite on paper,1819
41839,"turner, joseph mallord william",gondolas on the grand canal,graphite on paper,1819
80682,"stella, frank",no smoking (large),enamel on steel,1998
45263,"turner, joseph mallord william","bridge, with shipping",graphite on paper,1823
50963,"turner, joseph mallord william",coupée rock and ?le mechant [turner],graphite on paper,1832
1024,"blake, peter",red power,screenprint on paper,1972
51661,"turner, joseph mallord william","bridge, with houses",graphite on paper,1832
22623,"cozens, alexander","a wooded hillside, schematic sky",graphite on paper,
48052,"turner, joseph mallord william",group of figures,graphite on paper,1827
97048,"arbus, diane","retired man and his wife at home in a nudist camp one morning, n.j. 1963","photograph, gelatine silver print on paper",1963
74149,"jantjes, gavin",colour these people dead,screenprint on card,1974
2184,"chéron, louis",vulcan catching mars and venus in his net,oil paint on paper on canvas,1695
17268,"kapoor, anish",untitled,gouache on paper,1988
33067,"turner, joseph mallord william",hastings from near ore place,chalk and graphite on paper,1806
63703,"turner, joseph mallord william","dover harbour, with a ship being overhauled",graphite and watercolour on paper,1795
12516,"richards, ceri","rape scene with green, yellow and red woman, blue ground",ink and watercolour on paper,1946
59533,"turner, joseph mallord william","female figure, mountains, etc.",graphite on paper,1840
3198,"daniell, william",aberdeen,copper plate,1814
23582,"smith, john `warwick'","outside porta pia, rome",graphite and watercolour on paper,1777
62337,"turner, joseph mallord william",(1) burg rheinfels; (2) burg katz,graphite on paper,1844
14647,"turner, joseph mallord william",little devil’s bridge,etching and engraving on paper,1809
35382,"turner, joseph mallord william",inscription by turner: draft of a tribute to sir joshua reynolds for a perspective lecture,graphite on paper,1808
55413,"turner, joseph mallord william","dinant, looking downstream from the hillside, south of the town, with bouvignes and the castle of crèvecoeur seen in the distance",graphite on paper,1839
101109,"zaatari, akram","ringo, a palestinian resistant. studio shehrazade, saida, lebanon, 1968-72. hashem el madani","photograph, gelatin silver print on paper",2007
14187,"tibble, geoffrey",interior with self-portrait and two women,conté crayon on paper,1944
30265,"turner, joseph mallord william",trees and a bridge,graphite on paper,1801
44102,"turner, joseph mallord william",mountainous landscape,graphite on paper,1820
58328,"turner, joseph mallord william","stettin: the königstor, ss peter and paul’s church and castle from the königsplatz",graphite on paper,1835
37773,"turner, joseph mallord william","the river washburne, with otley chevin in the distance",graphite on paper,1817
56505,"turner, joseph mallord william",two sketches in the maurienne valley near ?st julien mont denis,graphite on paper,1836
67743,"jones, allen",[no title],screenprint on paper,1976
46309,"turner, joseph mallord william","rotterdam, from river",graphite on paper,1825
62637,"turner, joseph mallord william",houses on cliff,graphite on paper,1845
67371,"freedman, barnett",untitled. verso: quietly took leave and went away,lithograph on paper. verso: lithograph on paper,1950
107376,"wojnarowicz, david",untitled,"photograph, gelatin silver print on paper mounted on foam",1988
101081,"zaatari, akram","anonymous. south lebanon, 1952. hashem el madani","photograph, gelatin silver print on paper",2007
6312,"duncombe, susanna",a man on horseback and three figures with a sieve,"graphite, ink and watercolour on paper",
27306,"ophir, gilad",yerucham,"photograph, gelatin silver print on paper",1999
53378,"turner, joseph mallord william",sir walter scott’s study at abbotsford,graphite on paper,1831
612,"atkinson, conrad",strike,screenprint on paper,1972
29044,"turner, joseph mallord william",caerphilly castle,graphite on paper,1798
31031,"turner, joseph mallord william","duniquoich hill, with inveraray castle and loch fyne; figures on the shore and in boat",graphite and watercolour on paper,1801
42989,"turner, joseph mallord william","view of the port and castel nuovo, naples, from the immacolatella",graphite on paper,1819
43663,"turner, joseph mallord william","porto di ripetta, rome, looking up-river",graphite on paper,1819
64653,"turner, joseph mallord william",inscriptions by turner: banknote numbers annotated with west country place names,pen and ink and graphite on paper,1811
56135,"turner, joseph mallord william","?a dark interior or curtained bed, with figures",watercolour on paper,1834
5268,"gill, eric",eliz. g.,wood engraving on paper,1924
98268,"long, richard",a line made by walking,"photograph, gelatin silver print on paper with graphite on board",1967
20687,"hockney, david",an image of gregory,2 lithographs on paper,1984
60161,"turner, joseph mallord william",worms [turner],graphite on paper,1841
69632,"jones, george",[title not known],ink on paper,
2308,"close, chuck",self-portrait etching,etching on paper,1977
61985,"turner, joseph mallord william",town,graphite on paper,1830
27686,"turner, joseph mallord william",figures on a platform with a banner; and a study of a woman ?playing a long pipe,graphite on paper,1794
95347,"kossoff, leon",from degas: combing the hair (‘la coiffure’),drypoint on paper,1990
35763,"turner, joseph mallord william",wharves and shipping,graphite on paper,1811
21121,"self, colin",[no title],ink and mica flakes on paper,1990
99441,"roberts, william",two women playing with a cat,graphite on paper,no date
36030,"turner, joseph mallord william",falmouth and pendennis castle from st mawes castle,graphite on paper,1811
2659,"constable, john","river stour, suffolk",mezzotint on paper,
50774,"turner, joseph mallord william","street, coutances, with cathedral in mid-distance; also rocks on coast",graphite on paper,1826
55070,"turner, joseph mallord william",a crowd at a fish market,graphite on paper,1834
36637,"turner, joseph mallord william",forder lake and the st germans or lynher river from near trematon castle,graphite on paper,1813
15113,"turner, joseph mallord william","st agatha’s abbey, easby",line engraving on paper,1822
46649,"turner, joseph mallord william",views on canal,graphite on paper,1825
64748,"turner, joseph mallord william",[title not known],graphite on paper,1828
36234,"turner, joseph mallord william","teignmouth from ringmore, with a vessel under construction",graphite on paper,1811
36074,"turner, joseph mallord william","watchet, with the coast towards minehead",graphite on paper,1811
20870,"gris, juan",pipe and domino,gouache on paper,1924
46970,"turner, joseph mallord william",five views on the meuse between chokier and flône,graphite on paper,1824
7287,"jones, george",[title not known],ink and graphite on paper,
5897,"hayman, francis",see-saw,oil paint on canvas,1742
11804,"phillips, esq tom",canto xxvii: [no title],etching on paper,1983
45093,"turner, joseph mallord william",?detail of shipping,graphite on paper,1822
1271,"bone, sir muirhead",on the somme near mametz,charcoal and watercolour on paper,1916
137,"schütte, thomas",the strangers,ceramic,1992
7851,"keene, charles samuel",figure study,graphite on paper,
74146,"jantjes, gavin",colour this slavery golden,screenprint on card,1974
3638,"davie, alan",for the hens (trial proof),lithograph on paper,1968
52365,"turner, joseph mallord william",[title not known],graphite on paper,1830
36186,"turner, joseph mallord william","the ruins of the holy ghost chapel, basingstoke",graphite on paper,1811
16723,"turner, joseph mallord william",joppa,line engraving on paper,1836
118517,"bell, trevor",extreme values,ink and gouache on paper,1959
25903,"inchbold, john william",mountain vale,etching and engraving on paper,
62978,"turner, joseph mallord william",lake scene: evening,chalk and watercolour on paper,1830
19147,"götz, professor karl-otto",[no title],lithograph on paper,1946
48221,"turner, joseph mallord william",sailing vessel(s),graphite on paper,1827
52848,"turner, joseph mallord william",kaub and the castle of gutenfels: colour study,watercolour and graphite on paper,1820
62702,"turner, joseph mallord william","church, etc.",graphite on paper,1845
9722,"moore, henry, om, ch",elephant skull plate x,intaglio print on paper,1969
9961,"moore, henry, om, ch",three grazing sheep,lithograph on paper,1974
13240,"scott, william",first triangles,screenprint on paper,1972
66772,"spencer, sir stanley",the new shawl,ink and graphite on paper,
13868,"stevens, alfred",samuel pegler,oil paint on canvas,1832
7006,"hurry, leslie",the courtesan,watercolour on paper,1941
19496,"le brun, christopher, pra",[no title],etching on paper,1990
50831,"turner, joseph mallord william","buildings with ship building, boats [turner], etc.",graphite on paper,1826
83752,"schütte, thomas",[no title],etching on paper,2001
69429,"jones, george",[title not known],ink on paper,
80593,"sorman, steven","is was will be, state ii",mezzotint on paper,1991
1878,"butler, reg",tower,lithograph on paper,1968
58150,"turner, joseph mallord william",schloss weesenstein from its gardens (plus a more precise profile of its tower),graphite on paper,1835
48284,"turner, joseph mallord william",landscape. ?dunn [turner],graphite on paper,1828
96164,"ferrari, león",‘infernal tortures’ from the book ‘grant kalendrier des bergieres’ + officer saluting (photo: tony valdez),digital print on paper,1995
24595,"rigby, elizabeth",[title not known],graphite and chalk on paper,
16629,"short, sir frank",the temple of jupiter in the island of aegina,etching on paper,1920
23368,british (?) school,[title not known],chalk on paper,
16763,"turner, joseph mallord william","chateau de blois, engraved by j. ruskin and t. lupton",etching and mezzotint on paper,1888
16073,"wells, joanna mary",gretchen,oil paint on canvas,1861
9512,"millais, sir john everett, bt",a disciple,oil paint on canvas,1895
46757,"turner, joseph mallord william",coast near dover,graphite on paper,1825
59258,"turner, joseph mallord william",?view on the grand canal,graphite on paper,1833
63373,"turner, joseph mallord william",waves breaking on shore,watercolour and gouache on paper,1835
6557,"hodgkin, howard",indian view c,screenprint on paper,1971
8525,"léger, fernand",two women holding flowers,oil paint on canvas,1954
8226,"kramer, harry",torso,metal,1962
378,"abrahams, ivor",xing a paragrab,screenprint on paper,1976
61859,"turner, joseph mallord william",castle and mountains beside lake,graphite on paper,1830
46657,"turner, joseph mallord william",town from river. gra. [turner],graphite on paper,1825
16086,"wells, john",untitled drawing,"coloured pencil , pastel and watercolour on paper",1952
53012,"turner, joseph mallord william",arthur’s seat from across duddingston loch,graphite on paper,1831
55373,"turner, joseph mallord william",two sketches of louvain from mont césar,graphite on paper,1839
79316,"frankenthaler, helen",flirting with stone,lithograph on paper,1990
109390,"gupta, subodh",everyday,stainless steel on marble base,2009
107360,"wojnarowicz, david",untitled,"photograph, gelatin silver print on paper mounted on foam",1988
8889,"lipchitz, jacques",spanish servant girl,plaster,1915
59825,"turner, joseph mallord william",buildings beside river,graphite on paper,1833
48548,"turner, joseph mallord william",on coast (?san remo),graphite on paper,1828
42292,"turner, joseph mallord william","the so-called temples of vesta and the sibyl, tivoli; also part of the villa adriana",graphite on paper,1819
12668,"roberts, william",drawing for ‘the return of ulysses’,ink and chalk on paper,1913
22403,"chatelain, jean baptiste claude",landscape with road and mansion,"graphite, ink and watercolour on paper",
32383,"turner, joseph mallord william",study for the ‘egremont sea-piece’,chalk on paper,1799
52401,"turner, joseph mallord william",[title not known],chalk and graphite on paper,1830
45937,"turner, joseph mallord william","meadow, with stream and cattle, perhaps at fulham",graphite on paper,1821
60692,"turner, joseph mallord william","village, with boats and figures beside lake",graphite on paper,1841
2612,"constable, john",a bank on hampstead heath,oil paint on canvas,1820
30312,"turner, joseph mallord william",distant view of roslin castle above a steep slope,graphite on paper,1801
2280,"clausen, sir george",making guns: where the guns are made,lithograph on paper,1917
22549,"cozens, alexander","rocky coast, sunset, a lion in foreground to right",graphite on paper,
12237,"procktor, patrick",victoria falls,intaglio print on paper,1974
4548,"freud, lucian",girl with a white dog,oil paint on canvas,1950
48184,"turner, joseph mallord william","the fountain basin, with statue",chalk and pen and ink on paper,1827
67880,"piper, john",[no title],screenprint on paper,1978
7723,"jones, george",[title not known],"ink, watercolour and graphite on paper",
31581,"turner, joseph mallord william",the gatehouse of denbigh castle: colour study,graphite and watercolour on paper,1799
41890,"turner, joseph mallord william",a bridge and church tower,graphite on paper,1819
10384,"muirhead, david","the palace, linlithgow",watercolour on paper,1923
62946,"turner, joseph mallord william",figures beside lake,graphite and watercolour on paper,1830
37836,"turner, joseph mallord william",ramsgate harbour,graphite on paper,1816
11226,"paolozzi, sir eduardo",[no title],screenprint on paper,1967
7308,"jones, george",[title not known],ink on paper,
40802,"turner, joseph mallord william","calton gaol, from calton hill",graphite on paper,1818
31931,"turner, joseph mallord william",descent from the mountains,gouache and graphite on paper,1802
