id,artist,title,medium,year
9284,"marden, brice",21,etching and aquatint on paper,1986
57491,"turner, joseph mallord william","(1) linz: the parish church, ursuline church and old cathedral; (2) linz: the landhaus and castle from the bridge",graphite on paper,1833
35272,"turner, joseph mallord william",plans and dimensions,graphite on paper,1809
7024,"inchbold, john william","the moorland (dewar-stone, dartmoor)",oil paint on canvas,1854
60923,"turner, joseph mallord william",valley surrounded by mountains,chalk and graphite on paper,1830
3663,"davis, ron",vector,acrylic paint on plastic,1968
21419,"nicholson, ben, om",1937 (relief),oil paint on board,1937
55857,"turner, joseph mallord william",a harbour from the sea,graphite on paper,1839
93046,"beuys, joseph",langhaus (vitrine),"wood, glass, felt, oil paint and paper",1953
93190,"woodman, francesca",untitled (fw crouching behind umbrella),"photograph, gelatine silver print on paper",1980
58477,"turner, joseph mallord william","a church, and other buildings",graphite on paper,1843
35133,"turner, joseph mallord william",verses (inscriptions by turner),graphite on paper,1809
47207,"turner, joseph mallord william",buildings at ghent [turner],graphite on paper,1824
61196,"turner, joseph mallord william","town, with bridge, and ruins on rock",graphite on paper,1830
56855,"turner, joseph mallord william",mountains,graphite on paper,1835
9788,"moore, henry, om, ch",stonehenge v,intaglio print and lithograph on paper,1973
5047,"gear, william",trellis,lithograph on paper,1952
26101,"constable, john",a cornfield,oil paint on canvas,1817
57980,"turner, joseph mallord william",nuremberg: view from the trödelmarkt looking west to the henkersteg and its towers,graphite on paper,1835
74759,"dilworth, norman",ninefold,wood,1997
20921,"wilkie, sir david",the flemish mother,etching on paper,1820
25457,"flaxman, john",cacus,etching on paper,1807
45752,"turner, joseph mallord william",kirkstall abbey; two views,graphite on paper,1824
61225,"turner, joseph mallord william","view of town and river, with buildings on high river banks",graphite on paper,1830
12657,"roberts, william",the horse dealers,watercolour and crayon on paper,1955
980,"bionda, mario",forms on a white background,"oil paint, chalk and acrylic paint on canvas",1958
27321,"ofili, chris",afro,graphite on paper,2000
30341,"turner, joseph mallord william",linlithgow palace: the south east corner of the ruin seen from the loch,graphite on paper,1801
63868,"turner, joseph mallord william",[title not known],graphite on paper,
11794,"phillips, esq tom",canto xxiv: [no title],screenprint on paper,1983
20174,"white, lt-col george francis",rocky islets on the ganges at colgong,graphite on paper,1834
7130,"john, augustus, om",two nude studies,graphite on paper,1920
51425,"turner, joseph mallord william",rouen from ste catherine’s hill,graphite on paper,1826
48713,"turner, joseph mallord william","bridge, with town",graphite on paper,1828
10487,"munnings, sir alfred",from my bedroom window,oil paint on canvas,1930
22675,"damer, anne seymour",landscape with horsemen and trees,graphite and watercolour on paper,
42854,"turner, joseph mallord william","santuario di ercole vincitore, tivoli",graphite on paper,1819
49485,"turner, joseph mallord william",trees beside virginia water,graphite on paper,1827
16356,"winner, gerd",britannia walk,screenprint on paper,1978
39967,"turner, joseph mallord william",the rhine front at cologne with the flying bridge,graphite on paper,1817
36346,"turner, joseph mallord william","a ground plan design for sandycombe lodge, twickenham",pen and ink and graphite on paper,1809
12503,"richards, ceri",design for a dropcloth: homage to dylan thomas,"crayon, ink, gouache and cut paper on paper mounted on cardboard",1953
17220,"turner, joseph mallord william",tintagel castle,intaglio print on paper,1818
6587,"hodgkin, howard",dinner at west hill,oil paint on canvas,1964
54278,"turner, joseph mallord william",oban and other views from pulpit hill,graphite on paper,1831
24957,"wharncliffe, lady",[title not known],graphite on paper,
11933,"piper, john",nursery frieze i,lithograph on paper,1936
51461,"turner, joseph mallord william",views on coast,graphite on paper,1826
28937,"turner, joseph mallord william","study of houses at aberystwyth, with constitution hill in the distance",graphite on paper,1798
52803,"turner, joseph mallord william",study for unidentified vignettes: mackerel on a beach,watercolour on paper,1835
52514,"turner, joseph mallord william",ludlow castle,watercolour on paper,1829
83240,"kippenberger, martin",graphics i,lithograph on paper,1993
35660,"rooker, michael angelo",still life with game birds,"chalk, gouache and watercolour on paper",
49447,"turner, joseph mallord william","dudley castle: the keep from the south, with the sharington range beyond",graphite on paper,1830
79290,"frankenthaler, helen",magellan v,"etching, aquatint and drypoint on paper",2001
64074,"turner, joseph mallord william",[inscriptions not by turner],graphite on paper,
43225,"turner, joseph mallord william",view looking west from the hill of camaldoli,graphite on paper,1819
39573,"turner, joseph mallord william",inscription by turner: a list of works and prices,graphite on paper,1818
49247,"turner, joseph mallord william",?tivoli,graphite on paper,1828
52464,"turner, joseph mallord william","the high street, oxford",watercolour on paper,1825
7465,"jones, george",[title not known],ink on paper,
25537,"flaxman, john",the hierarchies,etching on paper,1807
62043,"turner, joseph mallord william","from near chatillon, looking up the val d’aosta, to chambave and cly",graphite on paper,1836
2235,"clarke, brian",boys,screenprint on paper,1981
33567,"turner, joseph mallord william",cows,graphite on paper,1806
4430,"flanagan, barry",herring drifter at fort augustus swing bridge at night,linocut on paper,1976
13000,"rowntree, kenneth",tractor in landscape,lithograph on paper,1945
55888,"turner, joseph mallord william","brodenbach, looking downstream",graphite on paper,1839
17160,"turner, joseph mallord william",teignmouth,intaglio print on paper,1815
7174,"johnson, cornelius",portrait of an unknown lady,oil paint on canvas,1646
5044,"gauld, peter",scotney castle,lithograph on paper,1973
30675,"turner, joseph mallord william",three scots pines with a plain and distant mountains beyond,graphite on paper,1801
105804,"beuys, joseph","joseph beuys: wasserfarben. van reekum museum, apeldoorn",print on paper,1987
65153,british school 18th century,schematic studies of a head,graphite on paper,1794
11687,"phillips, esq tom",[no title: p. 250],screenprint on paper,1970
9388,"matisse, henri",the dancer,lithograph on paper,1949
57418,"turner, joseph mallord william",(1) view up the salzach to schloss goldenstein and pass lueg; (2) boats on the salzach filled with logs,graphite on paper,1833
59400,"turner, joseph mallord william","venice: the redentore, with the eastern parts of the giudecca canal",gouache and watercolour on paper,1840
60023,"turner, joseph mallord william",buildings on mountain side. ?falkenstein [turner]; also view of distant mountains,graphite on paper,1837
69353,"jones, george",[title not known],ink on paper,
15332,"turner, joseph mallord william",naples,line engraving on paper,1830
59743,"turner, joseph mallord william","buildings in city, with bridge. eb... [turner]",graphite on paper,1833
41097,"turner, joseph mallord william",crichton castle,graphite on paper,1818
56198,"turner, joseph mallord william","?a curtained bed, with figures",watercolour on paper,1834
48217,"turner, joseph mallord william",sailing vessel(s),gouache and graphite on paper,1827
5436,"gonzález, joan",two parisians,pastel on paper,1903
7678,"jones, george",[title not known],ink and graphite on paper,
44612,"turner, joseph mallord william",?dover or rochester castle,graphite on paper,1821
56164,"turner, joseph mallord william","?a curtained bed, with a naked woman reclining on her side",watercolour and graphite on paper,1834
6115,"herman, josef",reclining miner,ink on paper,1958
84801,"graham, rodney",parsifal. transformation music (act i). with e. humperdinck’s supplement no. 90. the latter transcribed from the original manuscript and the whole typeset according to the artist’s specifications,"hardwood, glass and book",1989
614,"atkinson, conrad",northern ireland,screenprint on paper,1973
9561,"milow, keith",1 2 3 4 5 6 ... b,acrylic and crayon on plastic,1970
53872,"turner, joseph mallord william",ben a’an from the west end of loch achray,graphite on paper,1831
61001,"turner, joseph mallord william",?on a quay,graphite on paper,1830
27540,"turner, joseph mallord william",full-length écorché figure,graphite on paper,1791
36067,"turner, joseph mallord william",a west country water wheel,graphite on paper,1811
32189,"turner, joseph mallord william",basle,graphite on paper,1802
47504,"turner, joseph mallord william","trier from pallien, looking up the mosel with the roman bridge in the distance",graphite on paper,1824
1426,"bramley, frank",a hopeless dawn,oil paint on canvas,1888
64718,"turner, joseph mallord william",[title not known],watercolour on paper,1825
71737,"bourgeois, louise",tree with red crutch,"etching, drypoint and aquatint on paper",1998
36103,"turner, joseph mallord william",printed page of coltman’s ‘british itinerary’,engraving on paper,1811
26432,"barth, uta",[no title],lithograph on paper,1995
58778,"turner, joseph mallord william",(1) verona: the arena and adjacent buildings; (2) buildings,graphite on paper,1833
24581,"rigby, elizabeth",[title not known],graphite on paper,
9738,"moore, henry, om, ch",elephant skull plate xxvi,intaglio print on paper,1969
5755,"haghe, louis",council of war at courtray,watercolour on paper,1839
26701,"lim, kim",c,lithograph on paper,1995
16942,"moore, henry, om, ch",four silhouette figures,lithograph on paper,1973
47385,"turner, joseph mallord william","harbour, with shipping and houses",graphite on paper,1824
907,"bell, vanessa",abstract painting,oil paint on canvas,1914
58987,"turner, joseph mallord william",mountains,graphite on paper,1833
4374,"flanagan, barry",the cat’s whiskers,etching on paper,1972
27857,"turner, joseph mallord william",two men repairing crab pots on the shore near a cottage,graphite on paper,1795
35610,"turner, joseph mallord william",river scene with barges and trees,graphite and watercolour on paper,1802
56734,"turner, joseph mallord william",coast scene,graphite on paper,1835
63447,"de loutherbourg, philip james","hills and woods at briton ferry, seen from the estuary of the neath river",pen and ink and graphite on paper,1786
59464,"turner, joseph mallord william","the porta della carta, doge’s palace","gouache, graphite and watercolour on paper",1840
42746,"turner, joseph mallord william","the forum, rome, from the palatine",graphite on paper,1819
46953,"turner, joseph mallord william",sky study,graphite on paper,1824
3900,"dine, jim",[no title],lithograph on paper,1973
35550,"turner, joseph mallord william",the source of the arveron,watercolour on paper,1812
38304,"turner, joseph mallord william","newby hall, from the river ure, to the south-south-west",graphite on paper,1816
6950,"hughes, arthur",the wicked fairy for ‘at the back of the north wind’,ink and graphite on paper,1870
85252,"tillmans, wolfgang",jochen taking a bath,digital print on paper,1997
15595,"tyson, ian",[no title],screenprint on paper,1972
16117,"wheeler, sir charles",spring,bronze on stone base,1929
24504,"callcott, sir augustus wall",[title not known],ink on paper,
51527,"turner, joseph mallord william",buildings,graphite on paper,1832
62751,"turner, joseph mallord william",clouds,graphite on paper,1845
14311,"tilson, joe",four elements - mudra,screenprint on paper,1972
98497,"beuys, joseph",dumb box,copper and felt,1982
50740,"turner, joseph mallord william",a bay,graphite on paper,1826
69453,"jones, george",[title not known],ink on paper,
54346,"turner, joseph mallord william",foyers lower fall,graphite on paper,1831
2700,"constable, john",a summerland,mezzotint on paper,
20549,"francis, mark",source,oil paint on canvas,1992
3636,"davie, alan",celtic dreamboat ii,lithograph on paper,1965
22682,"dance, george",tommy corno common council man of candlewick ward,"graphite, ink and gouache on paper",
38818,"turner, joseph mallord william","thornton force, near ingleton",graphite on paper,1816
11208,"paolozzi, sir eduardo",high life,screenprint on paper,1967
53170,"turner, joseph mallord william","brougham castle, penrith",graphite on paper,1831
22346,"bunbury, henry william",old soldier with petition,"graphite, ink and watercolour on paper",
83513,"li, yuan-chia",untitled,"ink and photograph, black and white, on paper mounted onto paper",1993
53978,"turner, joseph mallord william","ben vane and ben arthur, seen from the east end of loch arklet",graphite on paper,1831
36201,"turner, joseph mallord william",corfe castle: the castle and village from the west,graphite and watercolour on paper,1811
55301,"turner, joseph mallord william",vessels sailing,graphite on paper,1834
15964,"warhol, andy",[no title],screenprint on paper,1971
51096,"turner, joseph mallord william","street, with church",graphite on paper,1829
29793,"turner, joseph mallord william",harewood house from the south-west,graphite on paper,1797
50589,"turner, joseph mallord william","distant view of tours from the west close to a bridge, perhaps the pont mort; (above) troglodyte dwelling",graphite on paper,1826
37278,"turner, joseph mallord william",bristol: clifton from across the avon gorge,graphite on paper,1813
7510,"jones, george",[title not known],graphite and ink on paper,
5015,"gaudier-brzeska, henri",head,plaster,1914
33845,"turner, joseph mallord william","two views of the coast: sheppey; and queenborough, sheerness and the river medway",graphite on paper,1805
50825,"turner, joseph mallord william","figures, etc.",graphite on paper,1826
85260,"tillmans, wolfgang",wake,"photograph, colour, chromogenic print, on paper",2001
19044,"heron, patrick",[no title],screenprint on paper,1978
30258,"turner, joseph mallord william","distant view of edinburgh castle from the west, with trees and houses in the foreground",graphite on paper,1801
101439,"nogueira, lucia",untitled,watercolour and ink on paper,1993
64843,"turner, joseph mallord william",four sketches including lake geneva and le mole from near geneva,graphite on paper,1836
57231,"turner, joseph mallord william",salzburg: the monastery on the kapuzinerberg from across the salzach with the houses of the inner stein,graphite on paper,1833
21488,"pasmore, victor",magic eye 3,etching and aquatint on paper,1995
1252,"bomberg, david",study for two figures in a composition,graphite and gouache on paper,1919
51215,"turner, joseph mallord william",bridge,graphite on paper,1829
61275,"turner, joseph mallord william",lucerne,graphite on paper,1830
89760,"floyer, ceal",monochrome till receipt (white),ink on paper on wall,1999
23068,"inchbold, john william",a girl seated on rocks in a wood,graphite and watercolour on paper,
39653,"turner, joseph mallord william",raby castle and staindrop,graphite on paper,1817
42129,"turner, joseph mallord william",two sketches of narni with the approach to the porta ternana,graphite on paper,1819
83679,"schütte, thomas",[no title],etching on paper,2001
56827,"turner, joseph mallord william",sisteron,graphite on paper,1835
7070,"jackson, john",sir francis chantrey,oil paint on wood,1830
53565,"turner, joseph mallord william",coast from the sea; and a lighthouse,graphite on paper,1834
22429,"constable, john",landscape in the lake district,graphite and watercolour on paper,
53416,"turner, joseph mallord william",smailholm tower,graphite on paper,1831
47398,"turner, joseph mallord william","view of town, with river",graphite on paper,1824
4942,"gainsborough, thomas",wooded landscape with three cows at a pool,copper plate,1785
108919,"arnatt, keith",gardeners,"photograph, gelatin silver print on paper",1978
37121,"turner, joseph mallord william",dartmouth castle and the dart estuary from kingswear,graphite on paper,1814
52536,"turner, joseph mallord william",tancarville: colour beginning,watercolour on paper,1839
47371,"turner, joseph mallord william","ruined castle on hill. château d’arc, near dieppe",graphite on paper,1824
23576,"smith, john `warwick'",[23] palace of portici and view,graphite and watercolour on paper,1778
11288,"paolozzi, sir eduardo",[no title],screenprint on paper,1967
38591,"turner, joseph mallord william","ravensworth castle, with kirby hill church, and children at play",graphite on paper,1816
33860,"turner, joseph mallord william",man-of-war taking in stores,graphite on paper,1805
64659,"turner, joseph mallord william",[inscriptions by turner],graphite on paper,1817
24305,"flaxman, john",[title not known],graphite on paper,
38265,"turner, joseph mallord william","bilton hall, bilton in ainsty, from the west",graphite on paper,1816
8560,"legros, alphonse",rehearsing the service,oil paint on canvas,1870
52275,"turner, joseph mallord william",fisherwoman on the sands,chalk and gouache on paper,1826
62513,"turner, joseph mallord william",a coastal view ?in northern france,watercolour on paper,1845
21720,"guston, philip",scene,lithograph on paper,1980
48358,"turner, joseph mallord william",castle on hill; two views,graphite on paper,1828
5668,"greenfield, graham",glass table,intaglio print on paper,1974
44448,"turner, joseph mallord william",lecture diagram 67/68: stone recess with shadows,graphite and watercolour on paper,1810
27716,"turner, joseph mallord william",an old woman seated,graphite on paper,1794
97446,"byrne, gerard",1984 and beyond,"20 photographs, gelatin silver print on paper, vinyl wall text and video, high definition, 3 flat screens, colour and so",2005
35330,"turner, joseph mallord william",?lord egremont fishing in the river derwent at cockermouth,graphite on paper,1809
62336,"turner, joseph mallord william",burg reichenberg,graphite on paper,1844
21890,"mckeever, ian",colour etching d,etching on paper,1996
102931,"iglesias, cristina",study for suspended pavilions,ink and conté on digital print on paper,2005
33247,"turner, joseph mallord william",the thames near walton bridge: related to ‘walton bridges’,pen and ink on paper,1805
63585,"turner, joseph mallord william",the river carizza at la schaffa,watercolour on paper,1794
1562,"brook, peter",june canal,lithograph on paper,1976
44491,"turner, joseph mallord william",lecture diagram 1: cross-sections of the human body (after albrecht dürer),watercolour on paper,1810
48683,"turner, joseph mallord william",mountains,graphite on paper,1828
40078,"turner, joseph mallord william","the minne-water, bruges",graphite on paper,1817
95041,"wilson, richard",watertable,"2 works on paper, watercolour, ink, graphite and crayon",1994
26286,"collishaw, mat",hollow oak,"video, projection, colour and sound, wooden glass negative plate carrier, mirror, wood and glass",1995
53271,"turner, joseph mallord william","rhymer’s glen, abbotsford",graphite on paper,1831
9254,"marcoussis, louis",interior with a double bass,oil paint on canvas,1929
47838,"turner, joseph mallord william",[title not known],chalk and graphite on paper,1826
52548,"turner, joseph mallord william","?st agatha’s abbey, easby",watercolour on paper,1830
47730,"turner, joseph mallord william",[title not known],graphite on paper,1826
13343,"shannon, sir james jebusa",madame patey,oil paint on canvas,1884
18977,"förg, günther",[no title],lithograph on paper,1987
57752,"turner, joseph mallord william",the drachenfels,graphite on paper,1840
17404,"milow, keith",89/5/75/d,oil paint on lead on wood,1989
53917,"turner, joseph mallord william",mountains at the head of loch scavaig; and ?port glasgow,graphite on paper,1831
27310,"kuper, roi",untitled,"photograph, gelatin silver print on paper",1999
1810,"burne-jones, sir edward coley, bt",head and hand,graphite on paper,
53509,"turner, joseph mallord william",selkirk and philiphaugh,graphite on paper,1834
52046,"turner, joseph mallord william",karden from the north,gouache and watercolour on paper,1839
22811,"downman, john",in the wood near albano,"graphite, ink and watercolour on paper",1774
29324,"turner, joseph mallord william",pont aberglaslyn; welsh mountains and a river,graphite and watercolour on paper,1799
58436,"turner, joseph mallord william",castle on rock,graphite on paper,1837
64239,"turner, joseph mallord william",?landscape and sky studies,watercolour on paper,1830
45470,"turner, joseph mallord william",shipping,graphite on paper,1823
23507,"scott, frances",dunskie castle near port patrick,watercolour and ink on paper,
62228,"turner, joseph mallord william",mountains; and buildings,graphite on paper,1844
14159,"thomson, alfred r.",sister fry,oil paint on canvas,1939
85562,"kneller, sir godfrey","philip, 4th lord of wharton",oil paint on canvas,1685
5042,"gauguin, paul",study of a tree. verso: portrait study of a man (?paul gauguin),chalk and gouache on paper. verso: chalk on paper,1887
1644,"brus, günter",untitled,poster paint on paper,1960
51012,"turner, joseph mallord william",tippo bay [turner],graphite on paper,1832
3161,"daniell, william","remains of the earls palace, kirkwall",copper plate,1814
66693,"houshiary, shirazeh",veil,acrylic paint and graphite on canvas,1999
20417,"marden, brice",han shan exit,etching and aquatint on paper,1992
37959,"turner, joseph mallord william","the entrance to ramsgate harbour, from the sea",graphite on paper,1816
62912,"turner, joseph mallord william",view of risboro’ [turner]; also view of town,graphite on paper,1845
13266,"scully, sean",paul,oil paint on canvas,1984
50919,"turner, joseph mallord william",ruins of abbey,graphite on paper,1832
63465,"de loutherbourg, philip james","an iron foundry at swansea, with the masts of a ship, and the banks of a river",pen and ink and graphite on paper,1786
13159,"scarfe, gerald, cbe",hugh hefner (the play boy),lithograph on paper,1969
61737,"turner, joseph mallord william",mountains beside lake como [turner],graphite on paper,1830
63548,"turner, joseph mallord william",on the tiber near ponte molle,ink wash and watercolour on paper,1794
69424,"jones, george",[title not known],ink and watercolour on paper,
64222,"de loutherbourg, philip james",[inscriptions not by turner],pen and ink on paper,
35689,"turner, joseph mallord william",a landscape with locks and a windmill,graphite on paper,1807
66700,"kidner, michael",column in front of its own image ii,"fibreglass, resin on wooden base and acrylic paint on canvas",1971
75347,"dean, tacita",the wreck of worthing pier,photo-etching on paper,2001
61999,"turner, joseph mallord william",telford’s ‘new’ bridge over the river averon near alness,graphite on paper,1831
62224,"turner, joseph mallord william",waterfall,graphite on paper,1844
1027,"blake, peter",on the balcony,oil paint on canvas,1955
61956,"turner, joseph mallord william","mountains, buildings, etc.",graphite on paper,1830
14296,"tilson, joe",w - wittgenstein and muhammed,screenprint on paper,1969
69380,"jones, george",[title not known],"ink, graphite and gouache on paper",
34275,"turner, joseph mallord william",?the gorge of the river ceirw,graphite on paper,1808
49250,"turner, joseph mallord william",tivoli,graphite on paper,1828
49616,"turner, joseph mallord william",inscription by turner: a draft of poetry,graphite on paper,1831
44799,"turner, joseph mallord william",on the medway,graphite on paper,1820
14366,"topolski, feliks",the royal academy: varnishing day,ink and watercolour on paper,1939
60703,"turner, joseph mallord william",lausanne,graphite and watercolour on paper,1841
56677,"turner, joseph mallord william",part of genoa,graphite on paper,1835
53580,"turner, joseph mallord william","heriot’s hospital, edinburgh: the clock tower and entrance",graphite on paper,1834
7020,"ibbetson, julius caesar","briton ferry, glamorgan",oil paint on wood,1795
95601,"graham, paul","republican coloured kerbstones, crumlin road, belfast","photograph, colour, on paper",1984
1012,"blake, peter","‘and to show you i’m not proud, you may shake hands with me!’",screenprint on paper,1970
7166,"johns, jasper",ventriloquist,lithograph on paper,1986
8160,"knight, john prescott",sacking a church at the time of john knox,oil paint on canvas,1843
1342,"borseller, peter",portrait of a lady,oil paint on canvas,
59074,"turner, joseph mallord william","on the giudecca canal, with sketches of the gesuati and san biagio",graphite on paper,1840
11577,"phillips, esq tom",[no title: p. 229],screenprint and letterpress on paper,1970
56895,"turner, joseph mallord william",namur: the citadel and view up the rhine,graphite on paper,1833
521,"annesley, david",x-act,painted steel,1964
3437,"daniell, william","remains of a temple at galston, isle of lewis",aquatint on paper,1814
98635,"beuys, joseph",dwarf (self-portrait),graphite on paper,1965
1831,"burra, edward",dancing skeletons,gouache and ink on paper,1934
39485,"turner, joseph mallord william",bolton abbey from the north,graphite on paper,1808
79937,"bjørlo, per inge",atmosphere ii,linocut on paper,1999
36270,"turner, joseph mallord william",fortifications at the entrance of fowey harbour,graphite on paper,1811
21118,"turner, joseph mallord william","flounder fishing, battersea (or putney)",copper plate,1817
21275,"lewis, john frederick",head of a lion,engraving on paper,1824
20864,"laurens, henri",bottle and glass,"printed paper, graphite, oil paint, chalk on millboard",1917
92382,"sultan, larry",[no title],"photograph, gelatine silver print on paper",1977
53405,"turner, joseph mallord william",newark castle,graphite on paper,1831
25521,"flaxman, john",the adoration of the trinity,etching on paper,1807
34036,"turner, joseph mallord william",two sailing barges,graphite on paper,1806
22636,"cozens, alexander",alpine lake with cottages,watercolour and ink on paper,
89264,"knowles, justin",wd.10.79,vinyl tape and graphite on paper,1979
24509,"callcott, sir augustus wall",[title not known],graphite on paper,
33422,"turner, joseph mallord william","a man, standing",graphite on paper,1807
46603,"turner, joseph mallord william",buildings on quay at ghent,graphite on paper,1825
28981,"turner, joseph mallord william","view over the tywi estuary, with llanstephan castle in the distant promontory",graphite on paper,1798
20342,"bellany, john",untitled,etching on paper,1986
24021,"wilson, richard",tree study,graphite on paper,
12266,"pyne, james baker","the mulgrave alum works at sandsend, yorkshire coast",oil paint on canvas,1844
47899,"turner, joseph mallord william",[title not known],graphite on paper,1826
20847,"léger, fernand",mechanical elements,"watercolour, graphite and ink on paper",1926
46425,"turner, joseph mallord william","town, from river. ?lenooth [turner] (?loenesrsloet, between amsterdam and utrecht)",graphite on paper,1825
16284,"winner, gerd",[no title],screenprint on paper,1970
99041,"warhol, andy",perrier,lithograph on paper,
30021,"turner, joseph mallord william",study of waves,graphite on paper,1801
19414,"blake, william","thenot, with colinet waving his arms in sorrow",wood engraving on paper,1821
57700,"turner, joseph mallord william",two sketches,graphite on paper,1844
42560,"turner, joseph mallord william","studies of sculptural fragments from the vatican museums, including vases and pillars from the galleria dei candelabri, and the sarcophagus of the rape of the leucippides",graphite on paper,1819
56267,"turner, joseph mallord william",[title not known],gouache and graphite on paper,1834
44288,"turner, joseph mallord william",the bridge at crevoladossola and the val d’ossola,graphite on paper,1819
112178,"morandi, giorgio",still life,oil paint on canvas,1960
70992,"whiteread, rachel",untitled (rooms),"plaster, fibreglass, wood and metal",2001
15471,"turner, joseph mallord william","dartmouth castle, on the river dart",mezzotint on paper,1824
256,"breakwell, ian",the walking man diary,"11 works on panel, photographs, gelatin silver print on paper, graphite and ink",1975
10557,"nash, paul",the orchard,"watercolour, ink and graphite on paper",1914
634,"auerbach, frank",e.o.w. nude,oil paint on canvas,1953
20919,"wilkie, sir david",the lost receipt,drypoint on paper,
93988,"forsyth, iain",anyone else isn’t you,"video, monitor or flat screen, black and white, and sound (mono)",2005
20469,"auerbach, frank",julia,etching on paper,1989
56749,"turner, joseph mallord william",coast scene,graphite on paper,1835
2365,"cohen, bernard",print 4,screenprint on paper,1967
12818,"rosso, medardo",laughing woman (large version),wax and plaster,1891
39706,"turner, joseph mallord william",witton castle,graphite on paper,1817
8104,"kitaj, r.b.",frank auerbach,screenprint on paper,1975
10689,"nicholson, ben, om",sept 61 (paros chapel),graphite and watercolour on paper mounted on board,1961
22098,"langlands and bell, ben and nikki","great mosque, abu dulaf, iraq",blind embossed print on paper,1996
10098,"moore, henry, om, ch",woman’s head,lithograph on paper,1981
24924,"wharncliffe, lady",[title not known],graphite on paper,
8023,"kitaj, r.b.",(10) songs of a sourdough,screenprint on paper,1969
54454,"turner, joseph mallord william",town on coast,graphite on paper,1831
38413,"turner, joseph mallord william",knaresborough castle and church,graphite on paper,1816
26277,"moffatt, tracey",[no title],lithograph on paper,1997
14827,"turner, joseph mallord william",rocky bay with figures,oil paint on canvas,1827
64661,"turner, joseph mallord william",inscription by turner: description of sketchbook,graphite on paper,1818
50241,"turner, joseph mallord william",figures,graphite on paper,1830
32035,"turner, joseph mallord william",the devil’s bridge and gorge of the river reuss,chalk and graphite on paper,1802
39879,"turner, joseph mallord william","salt hill, windsor",watercolour on paper,1816
60730,"turner, joseph mallord william",fribourg,graphite and watercolour on paper,1841
48125,"turner, joseph mallord william",a rocky headland with the central tower of east cowes castle,watercolour and bodycolour on paper,1827
69688,"jones, george",[title not known],graphite on paper,
53351,"turner, joseph mallord william",dunbar,graphite on paper,1831
56685,"turner, joseph mallord william","the harbour, from above",graphite on paper,1835
57783,"turner, joseph mallord william","the mouth of the lahn with st john’s church, niederlahnstein, and burg lahneck",graphite on paper,1840
35871,"turner, joseph mallord william",inscription by turner: draft of poetry,pen and ink on paper,1811
40175,"turner, joseph mallord william","the rhine front at coblenz, looking downstream to the confluence, with the electoral palace, liebfrauenkirche, carmelite church and st castor’s church",graphite on paper,1817
83717,"schütte, thomas",[no title],etching on paper,2001
25246,"essex, lord",[title not known],lithograph on paper,
43583,"turner, joseph mallord william","st peter’s square, rome, from the southern steps of the basilica",graphite on paper,1819
13806,"steer, philip wilson",the white yacht,oil paint on canvas,1912
14811,"turner, joseph mallord william",view of richmond hill and bridge,oil paint on canvas,1808
5701,"gross, anthony",sortie d’usine no. 4,intaglio print on paper,1931
56759,"turner, joseph mallord william",coast scene,graphite on paper,1835
21649,"whiteread, rachel","c: trowbridge estate, london e9; hannington point; hilmarton point; deverill point; june 1995",screenprint on paper,1996
49197,"turner, joseph mallord william","boats, with figures",graphite on paper,1828
58231,"turner, joseph mallord william",view from the bastei bridge with the viewing platform on the right,graphite on paper,1835
52835,"turner, joseph mallord william",trees beside pond; evening,watercolour on paper,1820
12735,"romney, george",jacob morland of capplethwaite,oil paint on canvas,1763
5739,"guston, philip",black sea,oil paint on canvas,1977
20880,"masson, andré",pedestal table in the studio,oil paint on canvas,1922
90135,"abts, tomma",noeme,oil paint and acrylic paint on canvas,2004
19782,"turner, joseph mallord william","weathercote cave, engraved by s. middiman",engraving on paper,1822
33395,"turner, joseph mallord william",three seated figures,graphite on paper,1807
35620,"turner, joseph mallord william","bligh sands: study after ‘fishing upon the blythe-sand, tide setting in’",watercolour on paper,1809
23871,"turner, joseph mallord william",a riverside scene in the country,graphite and watercolour on paper,
55506,"turner, joseph mallord william",fort charlemont at givet from the south,graphite on paper,1839
22407,"chinnery, george",[title not known],ink and watercolour on paper,
34198,"turner, joseph mallord william",verses (inscriptions by turner),ink on paper,1808
55528,"turner, joseph mallord william",?sedan with the viaduct of torcy,graphite on paper,1839
56801,"turner, joseph mallord william",on coast,graphite on paper,1835
20269,"varley, john",preliminary sketch for plate 4 of ‘treatise on zodiacal physiognomy’,graphite and ink on paper,1828
20398,"charlton, alan",[no title],screenprint on paper,1991
20055,"turner, joseph mallord william","boats off calais, engraved by j. cousen",engraving on paper,1859
104853,"ruscha, edward",the music from the balconies,oil paint on canvas,1984
58805,"turner, joseph mallord william",?verona,graphite on paper,1833
64924,"turner, joseph mallord william",[title not known],graphite on paper,1845
9003,"lowndes, alan",the doss house,lithograph on paper,1975
55726,"turner, joseph mallord william","bernkastel and the landshut, looking downstream from the east bank",graphite on paper,1839
52610,"turner, joseph mallord william",clouds,watercolour on paper,1820
4309,"hamilton finlay, ian",tree shells,screenprint on ceramic tile,1975
61656,"turner, joseph mallord william","high walk, zurich [turner]",graphite on paper,1830
34949,"turner, joseph mallord william",cockermouth castle: the north curtain walls seen through trees,graphite on paper,1809
99449,"roberts, william",study for ‘trafalgar square’,graphite on paper,1926
54798,"turner, joseph mallord william",the life academy; also ?visitor waiting for the model [turner],graphite on paper,1832
